payment_id,user_id,payment_date,amount
120,160,2024-11-02,24.0
121,160,2024-12-02,24.0
122,164,2024-02-02,12.0
123,182,2024-12-13,12.0
124,184,2024-05-24,24.0
125,193,2024-03-08,12.0
126,193,2024-04-07,12.0
127,193,2024-05-07,12.0
128,193,2024-06-06,12.0
129,193,2024-07-06,12.0
130,193,2024-08-05,12.0
131,193,2024-09-04,12.0
132,193,2024-10-04,12.0
133,193,2024-11-03,12.0
134,193,2024-12-03,12.0
135,194,2024-11-22,12.0
136,194,2024-12-22,12.0
137,214,2024-11-12,24.0
138,214,2024-12-12,24.0
139,216,2024-10-22,24.0
140,218,2024-03-07,24.0
141,218,2024-04-06,24.0
142,218,2024-05-06,24.0
143,218,2024-06-05,24.0
144,218,2024-07-05,24.0
145,218,2024-08-04,24.0
146,218,2024-09-03,24.0
147,218,2024-10-03,24.0
148,218,2024-11-02,24.0
149,218,2024-12-02,24.0
150,219,2024-12-22,12.0
151,229,2024-09-16,12.0
152,229,2024-10-16,12.0
153,229,2024-11-15,12.0
154,229,2024-12-15,12.0
155,235,2024-12-24,12.0
156,236,2024-11-13,12.0
157,239,2024-01-23,12.0
158,239,2024-02-22,12.0
159,239,2024-03-23,12.0
160,239,2024-04-22,12.0
161,239,2024-05-22,12.0
162,239,2024-06-21,12.0
163,239,2024-07-21,12.0
164,239,2024-08-20,12.0
165,239,2024-09-19,12.0
166,239,2024-10-19,12.0
167,239,2024-11-18,12.0
168,239,2024-12-18,12.0
169,243,2024-04-21,12.0
170,246,2024-12-03,12.0
171,248,2024-06-29,12.0
172,249,2024-06-16,12.0
173,260,2024-09-02,24.0
174,260,2024-10-02,24.0
175,260,2024-11-01,24.0
176,260,2024-12-01,24.0
177,260,2024-12-31,24.0
178,261,2024-03-17,12.0
179,266,2024-03-26,12.0
180,266,2024-04-25,12.0
181,266,2024-05-25,12.0
182,266,2024-06-24,12.0
183,266,2024-07-24,12.0
184,266,2024-08-23,12.0
185,266,2024-09-22,12.0
186,266,2024-10-22,12.0
187,266,2024-11-21,12.0
188,266,2024-12-21,12.0
189,268,2024-03-21,12.0
190,271,2024-02-08,12.0
191,272,2024-03-28,12.0
192,273,2024-02-06,24.0
193,273,2024-03-07,24.0
194,273,2024-04-06,24.0
195,273,2024-05-06,24.0
196,273,2024-06-05,24.0
197,273,2024-07-05,24.0
198,273,2024-08-04,24.0
199,273,2024-09-03,24.0
200,273,2024-10-03,24.0
201,273,2024-11-02,24.0
202,273,2024-12-02,24.0
203,278,2024-08-02,12.0
204,284,2024-04-28,12.0
205,284,2024-05-28,12.0
206,284,2024-06-27,12.0
207,284,2024-07-27,12.0
208,284,2024-08-26,12.0
209,284,2024-09-25,12.0
210,284,2024-10-25,12.0
211,284,2024-11-24,12.0
212,284,2024-12-24,12.0
213,287,2024-02-07,12.0
214,287,2024-03-08,12.0
215,287,2024-04-07,12.0
216,287,2024-05-07,12.0
217,287,2024-06-06,12.0
218,287,2024-07-06,12.0
219,287,2024-08-05,12.0
220,287,2024-09-04,12.0
221,287,2024-10-04,12.0
222,287,2024-11-03,12.0
223,287,2024-12-03,12.0
224,290,2024-02-27,24.0
225,290,2024-03-28,24.0
226,290,2024-04-27,24.0
227,290,2024-05-27,24.0
228,290,2024-06-26,24.0
229,290,2024-07-26,24.0
230,290,2024-08-25,24.0
231,290,2024-09-24,24.0
232,290,2024-10-24,24.0
233,290,2024-11-23,24.0
234,290,2024-12-23,24.0
235,292,2024-02-07,24.0
236,292,2024-03-08,24.0
237,292,2024-04-07,24.0
238,292,2024-05-07,24.0
239,292,2024-06-06,24.0
240,292,2024-07-06,24.0
241,292,2024-08-05,24.0
242,292,2024-09-04,24.0
243,292,2024-10-04,24.0
244,292,2024-11-03,24.0
245,292,2024-12-03,24.0
246,294,2024-02-26,12.0
247,296,2024-12-13,12.0
248,305,2024-11-29,12.0
249,305,2024-12-29,12.0
250,309,2024-05-05,24.0
251,309,2024-06-04,24.0
252,309,2024-07-04,24.0
253,309,2024-08-03,24.0
254,309,2024-09-02,24.0
255,309,2024-10-02,24.0
256,309,2024-11-01,24.0
257,309,2024-12-01,24.0
258,309,2024-12-31,24.0
259,312,2024-07-02,12.0
260,314,2024-06-13,12.0
261,314,2024-07-13,12.0
262,314,2024-08-12,12.0
263,314,2024-09-11,12.0
264,314,2024-10-11,12.0
265,314,2024-11-10,12.0
266,314,2024-12-10,12.0
267,320,2024-12-30,12.0
268,321,2024-12-18,12.0
269,324,2024-08-13,12.0
270,329,2024-09-15,24.0
271,329,2024-10-15,24.0
272,329,2024-11-14,24.0
273,329,2024-12-14,24.0
274,332,2024-04-10,12.0
275,333,2024-10-07,12.0
276,333,2024-11-06,12.0
277,333,2024-12-06,12.0
278,335,2024-03-12,12.0
279,335,2024-04-11,12.0
280,335,2024-05-11,12.0
281,335,2024-06-10,12.0
282,335,2024-07-10,12.0
283,335,2024-08-09,12.0
284,335,2024-09-08,12.0
285,335,2024-10-08,12.0
286,335,2024-11-07,12.0
287,335,2024-12-07,12.0
288,339,2024-02-22,12.0
289,339,2024-03-23,12.0
290,339,2024-04-22,12.0
291,339,2024-05-22,12.0
292,339,2024-06-21,12.0
293,339,2024-07-21,12.0
294,339,2024-08-20,12.0
295,339,2024-09-19,12.0
296,339,2024-10-19,12.0
297,339,2024-11-18,12.0
298,339,2024-12-18,12.0
299,342,2025-01-02,24.0
300,345,2024-11-06,12.0
301,345,2024-12-06,12.0
302,346,2024-11-10,24.0
303,348,2024-04-30,24.0
304,348,2024-05-30,24.0
305,348,2024-06-29,24.0
306,348,2024-07-29,24.0
307,348,2024-08-28,24.0
308,348,2024-09-27,24.0
309,348,2024-10-27,24.0
310,348,2024-11-26,24.0
311,348,2024-12-26,24.0
312,349,2024-08-31,24.0
313,349,2024-09-30,24.0
314,349,2024-10-30,24.0
315,349,2024-11-29,24.0
316,349,2024-12-29,24.0
317,356,2024-08-07,12.0
318,363,2024-03-06,24.0
319,363,2024-04-05,24.0
320,363,2024-05-05,24.0
321,363,2024-06-04,24.0
322,363,2024-07-04,24.0
323,363,2024-08-03,24.0
324,363,2024-09-02,24.0
325,363,2024-10-02,24.0
326,363,2024-11-01,24.0
327,363,2024-12-01,24.0
328,363,2024-12-31,24.0
329,365,2024-09-25,12.0
330,365,2024-10-25,12.0
331,365,2024-11-24,12.0
332,365,2024-12-24,12.0
333,382,2024-12-26,12.0
334,385,2024-06-16,12.0
335,386,2025-01-11,12.0
336,396,2024-07-13,24.0
337,396,2024-08-12,24.0
338,396,2024-09-11,24.0
339,396,2024-10-11,24.0
340,396,2024-11-10,24.0
341,396,2024-12-10,24.0
342,398,2024-05-17,12.0
343,398,2024-06-16,12.0
344,398,2024-07-16,12.0
345,398,2024-08-15,12.0
346,398,2024-09-14,12.0
347,398,2024-10-14,12.0
348,398,2024-11-13,12.0
349,398,2024-12-13,12.0
350,400,2024-07-11,24.0
351,400,2024-08-10,24.0
352,400,2024-09-09,24.0
353,400,2024-10-09,24.0
354,400,2024-11-08,24.0
355,400,2024-12-08,24.0
356,406,2024-12-06,12.0
357,416,2024-04-24,12.0
358,420,2024-12-17,12.0
359,421,2024-09-25,12.0
360,422,2024-01-31,12.0
361,422,2024-03-01,12.0
362,422,2024-03-31,12.0
363,422,2024-04-30,12.0
364,422,2024-05-30,12.0
365,422,2024-06-29,12.0
366,422,2024-07-29,12.0
367,422,2024-08-28,12.0
368,422,2024-09-27,12.0
369,422,2024-10-27,12.0
370,422,2024-11-26,12.0
371,422,2024-12-26,12.0
372,423,2024-01-19,24.0
373,428,2024-11-28,12.0
374,428,2024-12-28,12.0
375,431,2024-12-23,12.0
376,433,2024-10-08,12.0
377,439,2024-10-24,12.0
378,440,2024-09-14,12.0
379,443,2024-10-21,12.0
380,444,2024-04-04,12.0
381,444,2024-05-04,12.0
382,444,2024-06-03,12.0
383,444,2024-07-03,12.0
384,444,2024-08-02,12.0
385,444,2024-09-01,12.0
386,444,2024-10-01,12.0
387,444,2024-10-31,12.0
388,444,2024-11-30,12.0
389,444,2024-12-30,12.0
390,449,2024-02-08,12.0
391,459,2024-11-07,12.0
392,466,2024-10-10,12.0
393,466,2024-11-09,12.0
394,466,2024-12-09,12.0
395,467,2024-09-20,24.0
396,467,2024-10-20,24.0
397,467,2024-11-19,24.0
398,467,2024-12-19,24.0
399,469,2024-03-19,12.0
400,471,2024-06-27,12.0
401,477,2024-07-04,24.0
402,483,2024-08-30,12.0
403,483,2024-09-29,12.0
404,483,2024-10-29,12.0
405,483,2024-11-28,12.0
406,483,2024-12-28,12.0
407,493,2024-09-24,12.0
408,495,2024-11-07,12.0
409,495,2024-12-07,12.0
410,497,2024-07-06,12.0
411,497,2024-08-05,12.0
412,497,2024-09-04,12.0
413,497,2024-10-04,12.0
414,497,2024-11-03,12.0
415,497,2024-12-03,12.0
416,502,2024-12-09,24.0
417,508,2024-11-23,12.0
418,511,2024-02-14,12.0
419,511,2024-03-15,12.0
420,511,2024-04-14,12.0
421,511,2024-05-14,12.0
422,511,2024-06-13,12.0
423,511,2024-07-13,12.0
424,511,2024-08-12,12.0
425,511,2024-09-11,12.0
426,511,2024-10-11,12.0
427,511,2024-11-10,12.0
428,511,2024-12-10,12.0
429,516,2024-03-28,12.0
430,516,2024-04-27,12.0
431,516,2024-05-27,12.0
432,516,2024-06-26,12.0
433,516,2024-07-26,12.0
434,516,2024-08-25,12.0
435,516,2024-09-24,12.0
436,516,2024-10-24,12.0
437,516,2024-11-23,12.0
438,516,2024-12-23,12.0
439,521,2024-12-01,12.0
440,533,2024-06-20,24.0
441,533,2024-07-20,24.0
442,533,2024-08-19,24.0
443,533,2024-09-18,24.0
444,533,2024-10-18,24.0
445,533,2024-11-17,24.0
446,533,2024-12-17,24.0
447,541,2025-01-10,12.0
448,546,2024-07-13,12.0
449,546,2024-08-12,12.0
450,546,2024-09-11,12.0
451,546,2024-10-11,12.0
452,546,2024-11-10,12.0
453,546,2024-12-10,12.0
454,549,2024-10-27,12.0
455,549,2024-11-26,12.0
456,549,2024-12-26,12.0
457,559,2024-08-31,12.0
458,567,2024-10-29,12.0
459,567,2024-11-28,12.0
460,567,2024-12-28,12.0
461,573,2024-07-25,24.0
462,573,2024-08-24,24.0
463,573,2024-09-23,24.0
464,573,2024-10-23,24.0
465,573,2024-11-22,24.0
466,573,2024-12-22,24.0
467,582,2024-08-10,12.0
468,582,2024-09-09,12.0
469,582,2024-10-09,12.0
470,582,2024-11-08,12.0
471,582,2024-12-08,12.0
472,584,2024-06-24,12.0
473,584,2024-07-24,12.0
474,584,2024-08-23,12.0
475,584,2024-09-22,12.0
476,584,2024-10-22,12.0
477,584,2024-11-21,12.0
478,584,2024-12-21,12.0
479,585,2024-12-19,12.0
480,594,2024-09-03,12.0
481,594,2024-10-03,12.0
482,594,2024-11-02,12.0
483,594,2024-12-02,12.0
484,599,2025-01-10,12.0
485,605,2025-01-02,24.0
486,612,2024-09-23,24.0
487,612,2024-10-23,24.0
488,612,2024-11-22,24.0
489,612,2024-12-22,24.0
490,614,2025-01-09,12.0
491,617,2024-10-25,12.0
492,617,2024-11-24,12.0
493,617,2024-12-24,12.0
494,618,2024-06-05,12.0
495,619,2024-03-09,12.0
496,619,2024-04-08,12.0
497,619,2024-05-08,12.0
498,619,2024-06-07,12.0
499,619,2024-07-07,12.0
500,619,2024-08-06,12.0
501,619,2024-09-05,12.0
502,619,2024-10-05,12.0
503,619,2024-11-04,12.0
504,619,2024-12-04,12.0
505,626,2024-06-29,12.0
506,626,2024-07-29,12.0
507,626,2024-08-28,12.0
508,626,2024-09-27,12.0
509,626,2024-10-27,12.0
510,626,2024-11-26,12.0
511,626,2024-12-26,12.0
512,627,2024-11-10,24.0
513,627,2024-12-10,24.0
514,632,2024-11-20,12.0
515,637,2024-10-02,12.0
516,637,2024-11-01,12.0
517,637,2024-12-01,12.0
518,637,2024-12-31,12.0
519,646,2024-11-30,24.0
520,650,2024-01-27,12.0
521,650,2024-02-26,12.0
522,650,2024-03-27,12.0
523,650,2024-04-26,12.0
524,650,2024-05-26,12.0
525,650,2024-06-25,12.0
526,650,2024-07-25,12.0
527,650,2024-08-24,12.0
528,650,2024-09-23,12.0
529,650,2024-10-23,12.0
530,650,2024-11-22,12.0
531,650,2024-12-22,12.0
532,661,2024-05-08,12.0
533,661,2024-06-07,12.0
534,661,2024-07-07,12.0
535,661,2024-08-06,12.0
536,661,2024-09-05,12.0
537,661,2024-10-05,12.0
538,661,2024-11-04,12.0
539,661,2024-12-04,12.0
540,663,2024-04-02,12.0
541,690,2024-08-14,24.0
542,707,2024-11-07,12.0
543,707,2024-12-07,12.0
544,716,2024-04-01,24.0
545,716,2024-05-01,24.0
546,716,2024-05-31,24.0
547,716,2024-06-30,24.0
548,716,2024-07-30,24.0
549,716,2024-08-29,24.0
550,716,2024-09-28,24.0
551,716,2024-10-28,24.0
552,716,2024-11-27,24.0
553,716,2024-12-27,24.0
554,718,2024-02-29,24.0
555,723,2024-02-01,24.0
556,723,2024-03-02,24.0
557,723,2024-04-01,24.0
558,723,2024-05-01,24.0
559,723,2024-05-31,24.0
560,723,2024-06-30,24.0
561,723,2024-07-30,24.0
562,723,2024-08-29,24.0
563,723,2024-09-28,24.0
564,723,2024-10-28,24.0
565,723,2024-11-27,24.0
566,723,2024-12-27,24.0
567,724,2025-01-01,12.0
568,726,2024-02-03,12.0
569,726,2024-03-04,12.0
570,726,2024-04-03,12.0
571,726,2024-05-03,12.0
572,726,2024-06-02,12.0
573,726,2024-07-02,12.0
574,726,2024-08-01,12.0
575,726,2024-08-31,12.0
576,726,2024-09-30,12.0
577,726,2024-10-30,12.0
578,726,2024-11-29,12.0
579,726,2024-12-29,12.0
580,732,2024-02-08,24.0
581,732,2024-03-09,24.0
582,732,2024-04-08,24.0
583,732,2024-05-08,24.0
584,732,2024-06-07,24.0
585,732,2024-07-07,24.0
586,732,2024-08-06,24.0
587,732,2024-09-05,24.0
588,732,2024-10-05,24.0
589,732,2024-11-04,24.0
590,732,2024-12-04,24.0
591,741,2024-01-16,12.0
592,744,2024-01-15,24.0
593,744,2024-02-14,24.0
594,744,2024-03-15,24.0
595,744,2024-04-14,24.0
596,744,2024-05-14,24.0
597,744,2024-06-13,24.0
598,744,2024-07-13,24.0
599,744,2024-08-12,24.0
600,744,2024-09-11,24.0
601,744,2024-10-11,24.0
602,744,2024-11-10,24.0
603,744,2024-12-10,24.0
604,750,2024-11-25,12.0
605,758,2024-12-25,12.0
606,762,2024-03-20,24.0
607,762,2024-04-19,24.0
608,762,2024-05-19,24.0
609,762,2024-06-18,24.0
610,762,2024-07-18,24.0
611,762,2024-08-17,24.0
612,762,2024-09-16,24.0
613,762,2024-10-16,24.0
614,762,2024-11-15,24.0
615,762,2024-12-15,24.0
616,768,2024-01-30,12.0
617,768,2024-02-29,12.0
618,768,2024-03-30,12.0
619,768,2024-04-29,12.0
620,768,2024-05-29,12.0
621,768,2024-06-28,12.0
622,768,2024-07-28,12.0
623,768,2024-08-27,12.0
624,768,2024-09-26,12.0
625,768,2024-10-26,12.0
626,768,2024-11-25,12.0
627,768,2024-12-25,12.0
628,776,2024-11-28,24.0
629,776,2024-12-28,24.0
630,779,2024-11-01,12.0
631,785,2025-01-08,24.0
632,789,2024-11-10,12.0
633,789,2024-12-10,12.0
634,793,2024-05-25,12.0
635,793,2024-06-24,12.0
636,793,2024-07-24,12.0
637,793,2024-08-23,12.0
638,793,2024-09-22,12.0
639,793,2024-10-22,12.0
640,793,2024-11-21,12.0
641,793,2024-12-21,12.0
642,802,2024-05-24,24.0
643,802,2024-06-23,24.0
644,802,2024-07-23,24.0
645,802,2024-08-22,24.0
646,802,2024-09-21,24.0
647,802,2024-10-21,24.0
648,802,2024-11-20,24.0
649,802,2024-12-20,24.0
650,803,2024-12-11,12.0
651,804,2024-09-02,24.0
652,804,2024-10-02,24.0
653,804,2024-11-01,24.0
654,804,2024-12-01,24.0
655,804,2024-12-31,24.0
656,805,2024-03-08,12.0
657,805,2024-04-07,12.0
658,805,2024-05-07,12.0
659,805,2024-06-06,12.0
660,805,2024-07-06,12.0
661,805,2024-08-05,12.0
662,805,2024-09-04,12.0
663,805,2024-10-04,12.0
664,805,2024-11-03,12.0
665,805,2024-12-03,12.0
666,810,2025-01-12,24.0
667,813,2025-01-13,12.0
668,816,2024-12-14,12.0
669,820,2024-05-07,12.0
670,820,2024-06-06,12.0
671,820,2024-07-06,12.0
672,820,2024-08-05,12.0
673,820,2024-09-04,12.0
674,820,2024-10-04,12.0
675,820,2024-11-03,12.0
676,820,2024-12-03,12.0
677,829,2024-12-06,12.0
678,836,2024-08-23,12.0
679,836,2024-09-22,12.0
680,836,2024-10-22,12.0
681,836,2024-11-21,12.0
682,836,2024-12-21,12.0
683,838,2025-01-10,24.0
684,843,2024-08-07,12.0
685,852,2024-04-08,12.0
686,852,2024-05-08,12.0
687,852,2024-06-07,12.0
688,852,2024-07-07,12.0
689,852,2024-08-06,12.0
690,852,2024-09-05,12.0
691,852,2024-10-05,12.0
692,852,2024-11-04,12.0
693,852,2024-12-04,12.0
694,860,2024-08-07,12.0
695,862,2024-10-19,12.0
696,862,2024-11-18,12.0
697,862,2024-12-18,12.0
698,865,2024-02-28,12.0
699,871,2024-10-23,12.0
700,871,2024-11-22,12.0
701,871,2024-12-22,12.0
702,882,2024-09-04,24.0
703,885,2024-04-08,12.0
704,886,2024-06-15,12.0
705,886,2024-07-15,12.0
706,886,2024-08-14,12.0
707,886,2024-09-13,12.0
708,886,2024-10-13,12.0
709,886,2024-11-12,12.0
710,886,2024-12-12,12.0
711,891,2024-06-03,24.0
712,891,2024-07-03,24.0
713,891,2024-08-02,24.0
714,891,2024-09-01,24.0
715,891,2024-10-01,24.0
716,891,2024-10-31,24.0
717,891,2024-11-30,24.0
718,891,2024-12-30,24.0
719,892,2024-12-31,12.0
720,901,2024-07-18,12.0
721,907,2024-07-28,12.0
722,907,2024-08-27,12.0
723,907,2024-09-26,12.0
724,907,2024-10-26,12.0
725,907,2024-11-25,12.0
726,907,2024-12-25,12.0
727,911,2024-10-30,12.0
728,921,2024-02-27,12.0
729,921,2024-03-28,12.0
730,921,2024-04-27,12.0
731,921,2024-05-27,12.0
732,921,2024-06-26,12.0
733,921,2024-07-26,12.0
734,921,2024-08-25,12.0
735,921,2024-09-24,12.0
736,921,2024-10-24,12.0
737,921,2024-11-23,12.0
738,921,2024-12-23,12.0
739,922,2024-11-25,24.0
740,923,2024-09-09,12.0
741,926,2024-04-30,24.0
742,926,2024-05-30,24.0
743,926,2024-06-29,24.0
744,926,2024-07-29,24.0
745,926,2024-08-28,24.0
746,926,2024-09-27,24.0
747,926,2024-10-27,24.0
748,926,2024-11-26,24.0
749,926,2024-12-26,24.0
750,928,2024-11-27,12.0
751,928,2024-12-27,12.0
752,935,2024-11-03,24.0
753,935,2024-12-03,24.0
754,937,2024-12-28,24.0
755,939,2024-12-12,24.0
756,946,2024-04-26,12.0
757,946,2024-05-26,12.0
758,946,2024-06-25,12.0
759,946,2024-07-25,12.0
760,946,2024-08-24,12.0
761,946,2024-09-23,12.0
762,946,2024-10-23,12.0
763,946,2024-11-22,12.0
764,946,2024-12-22,12.0
765,947,2024-10-12,12.0
766,954,2024-03-22,12.0
767,960,2024-08-12,12.0
768,967,2025-01-01,12.0
769,971,2024-04-30,24.0
770,976,2024-09-07,12.0
771,976,2024-10-07,12.0
772,976,2024-11-06,12.0
773,976,2024-12-06,12.0
774,984,2024-07-21,24.0
775,985,2024-03-21,24.0
776,985,2024-04-20,24.0
777,985,2024-05-20,24.0
778,985,2024-06-19,24.0
779,985,2024-07-19,24.0
780,985,2024-08-18,24.0
781,985,2024-09-17,24.0
782,985,2024-10-17,24.0
783,985,2024-11-16,24.0
784,985,2024-12-16,24.0
785,990,2024-11-10,12.0
786,1002,2024-07-16,24.0
787,1002,2024-08-15,24.0
788,1002,2024-09-14,24.0
789,1002,2024-10-14,24.0
790,1002,2024-11-13,24.0
791,1002,2024-12-13,24.0
792,1003,2024-03-11,12.0
793,1003,2024-04-10,12.0
794,1003,2024-05-10,12.0
795,1003,2024-06-09,12.0
796,1003,2024-07-09,12.0
797,1003,2024-08-08,12.0
798,1003,2024-09-07,12.0
799,1003,2024-10-07,12.0
800,1003,2024-11-06,12.0
801,1003,2024-12-06,12.0
802,1005,2024-09-16,12.0
803,1005,2024-10-16,12.0
804,1005,2024-11-15,12.0
805,1005,2024-12-15,12.0
806,1006,2024-06-23,12.0
807,1006,2024-07-23,12.0
808,1006,2024-08-22,12.0
809,1006,2024-09-21,12.0
810,1006,2024-10-21,12.0
811,1006,2024-11-20,12.0
812,1006,2024-12-20,12.0
813,1007,2024-12-20,12.0
814,1012,2024-09-04,12.0
815,1012,2024-10-04,12.0
816,1012,2024-11-03,12.0
817,1012,2024-12-03,12.0
818,1015,2024-06-03,24.0
819,1026,2024-05-17,12.0
820,1028,2024-06-11,12.0
821,1036,2024-09-22,24.0
822,1039,2024-07-08,12.0
823,1039,2024-08-07,12.0
824,1039,2024-09-06,12.0
825,1039,2024-10-06,12.0
826,1039,2024-11-05,12.0
827,1039,2024-12-05,12.0
828,1052,2024-03-11,12.0
829,1052,2024-04-10,12.0
830,1052,2024-05-10,12.0
831,1052,2024-06-09,12.0
832,1052,2024-07-09,12.0
833,1052,2024-08-08,12.0
834,1052,2024-09-07,12.0
835,1052,2024-10-07,12.0
836,1052,2024-11-06,12.0
837,1052,2024-12-06,12.0
838,1053,2024-05-08,24.0
839,1053,2024-06-07,24.0
840,1053,2024-07-07,24.0
841,1053,2024-08-06,24.0
842,1053,2024-09-05,24.0
843,1053,2024-10-05,24.0
844,1053,2024-11-04,24.0
845,1053,2024-12-04,24.0
846,1059,2024-08-14,12.0
847,1059,2024-09-13,12.0
848,1059,2024-10-13,12.0
849,1059,2024-11-12,12.0
850,1059,2024-12-12,12.0
851,1062,2024-09-09,12.0
852,1070,2024-06-25,24.0
853,1079,2024-09-15,12.0
854,1081,2024-04-27,12.0
855,1081,2024-05-27,12.0
856,1081,2024-06-26,12.0
857,1081,2024-07-26,12.0
858,1081,2024-08-25,12.0
859,1081,2024-09-24,12.0
860,1081,2024-10-24,12.0
861,1081,2024-11-23,12.0
862,1081,2024-12-23,12.0
863,1092,2024-09-19,12.0
864,1095,2024-08-31,12.0
865,1105,2024-03-14,12.0
866,1105,2024-04-13,12.0
867,1105,2024-05-13,12.0
868,1105,2024-06-12,12.0
869,1105,2024-07-12,12.0
870,1105,2024-08-11,12.0
871,1105,2024-09-10,12.0
872,1105,2024-10-10,12.0
873,1105,2024-11-09,12.0
874,1105,2024-12-09,12.0
875,1112,2024-07-02,12.0
876,1119,2024-05-06,12.0
877,1119,2024-06-05,12.0
878,1119,2024-07-05,12.0
879,1119,2024-08-04,12.0
880,1119,2024-09-03,12.0
881,1119,2024-10-03,12.0
882,1119,2024-11-02,12.0
883,1119,2024-12-02,12.0
884,1121,2024-09-26,24.0
885,1121,2024-10-26,24.0
886,1121,2024-11-25,24.0
887,1121,2024-12-25,24.0
888,1126,2024-08-20,12.0
889,1126,2024-09-19,12.0
890,1126,2024-10-19,12.0
891,1126,2024-11-18,12.0
892,1126,2024-12-18,12.0
893,1132,2024-08-07,12.0
894,1134,2024-10-17,12.0
895,1150,2024-12-12,12.0
896,1158,2024-01-16,12.0
897,1158,2024-02-15,12.0
898,1158,2024-03-16,12.0
899,1158,2024-04-15,12.0
900,1158,2024-05-15,12.0
901,1158,2024-06-14,12.0
902,1158,2024-07-14,12.0
903,1158,2024-08-13,12.0
904,1158,2024-09-12,12.0
905,1158,2024-10-12,12.0
906,1158,2024-11-11,12.0
907,1158,2024-12-11,12.0
908,1162,2024-09-23,12.0
909,1162,2024-10-23,12.0
910,1162,2024-11-22,12.0
911,1162,2024-12-22,12.0
912,1163,2024-11-20,12.0
913,1163,2024-12-20,12.0
914,1166,2024-12-01,12.0
915,1168,2024-08-15,24.0
916,1169,2024-11-19,12.0
917,1184,2024-03-28,12.0
918,1184,2024-04-27,12.0
919,1184,2024-05-27,12.0
920,1184,2024-06-26,12.0
921,1184,2024-07-26,12.0
