user_id,experiment,variant,assignment_date
209,paywall_onboarding_v1,A,2024-02-21
210,paywall_onboarding_v1,A,2024-07-18
211,paywall_onboarding_v1,B,2024-09-22
212,paywall_onboarding_v1,B,2024-08-14
213,paywall_onboarding_v1,A,2024-03-24
214,paywall_onboarding_v1,A,2024-10-29
215,paywall_onboarding_v1,B,2024-09-29
216,paywall_onboarding_v1,B,2024-10-07
217,paywall_onboarding_v1,A,2024-02-25
218,paywall_onboarding_v1,B,2024-02-22
219,paywall_onboarding_v1,B,2024-12-08
220,paywall_onboarding_v1,B,2024-06-09
221,paywall_onboarding_v1,A,2024-05-03
222,paywall_onboarding_v1,A,2024-07-12
223,paywall_onboarding_v1,B,2024-09-11
224,paywall_onboarding_v1,B,2024-12-17
225,paywall_onboarding_v1,A,2024-04-27
226,paywall_onboarding_v1,A,2024-12-07
227,paywall_onboarding_v1,B,2024-01-11
228,paywall_onboarding_v1,A,2024-08-05
229,paywall_onboarding_v1,A,2024-09-01
230,paywall_onboarding_v1,A,2024-02-15
231,paywall_onboarding_v1,A,2024-02-29
232,paywall_onboarding_v1,A,2024-06-17
233,paywall_onboarding_v1,A,2024-12-20
234,paywall_onboarding_v1,A,2024-08-19
235,paywall_onboarding_v1,A,2024-12-09
236,paywall_onboarding_v1,B,2024-10-29
237,paywall_onboarding_v1,A,2024-07-04
238,paywall_onboarding_v1,B,2024-10-22
239,paywall_onboarding_v1,A,2024-01-08
240,paywall_onboarding_v1,B,2024-02-16
241,paywall_onboarding_v1,B,2024-11-06
242,paywall_onboarding_v1,B,2024-10-26
243,paywall_onboarding_v1,B,2024-04-06
244,paywall_onboarding_v1,A,2024-07-27
245,paywall_onboarding_v1,B,2024-08-22
246,paywall_onboarding_v1,A,2024-11-18
247,paywall_onboarding_v1,A,2024-08-21
248,paywall_onboarding_v1,A,2024-06-14
249,paywall_onboarding_v1,B,2024-05-31
250,paywall_onboarding_v1,A,2024-06-19
251,paywall_onboarding_v1,A,2024-09-07
252,paywall_onboarding_v1,A,2024-11-18
253,paywall_onboarding_v1,A,2024-06-29
254,paywall_onboarding_v1,B,2024-04-12
255,paywall_onboarding_v1,B,2024-04-08
256,paywall_onboarding_v1,A,2024-10-09
257,paywall_onboarding_v1,B,2024-11-02
258,paywall_onboarding_v1,B,2024-02-14
259,paywall_onboarding_v1,B,2024-01-29
260,paywall_onboarding_v1,A,2024-08-19
261,paywall_onboarding_v1,B,2024-03-02
262,paywall_onboarding_v1,B,2024-11-04
263,paywall_onboarding_v1,B,2024-05-07
264,paywall_onboarding_v1,B,2024-03-01
265,paywall_onboarding_v1,A,2024-12-05
266,paywall_onboarding_v1,B,2024-03-10
267,paywall_onboarding_v1,B,2024-04-26
268,paywall_onboarding_v1,A,2024-03-05
269,paywall_onboarding_v1,A,2024-02-19
270,paywall_onboarding_v1,A,2024-01-10
271,paywall_onboarding_v1,B,2024-01-24
272,paywall_onboarding_v1,B,2024-03-14
273,paywall_onboarding_v1,A,2024-01-23
274,paywall_onboarding_v1,B,2024-08-17
275,paywall_onboarding_v1,B,2024-09-17
276,paywall_onboarding_v1,B,2024-06-07
277,paywall_onboarding_v1,A,2024-05-09
278,paywall_onboarding_v1,B,2024-07-18
279,paywall_onboarding_v1,A,2024-11-21
280,paywall_onboarding_v1,A,2024-11-13
281,paywall_onboarding_v1,A,2024-01-19
282,paywall_onboarding_v1,A,2024-03-17
283,paywall_onboarding_v1,B,2024-04-08
284,paywall_onboarding_v1,B,2024-04-13
285,paywall_onboarding_v1,B,2024-08-10
286,paywall_onboarding_v1,A,2024-06-15
287,paywall_onboarding_v1,A,2024-01-22
288,paywall_onboarding_v1,B,2024-05-30
289,paywall_onboarding_v1,B,2024-07-24
290,paywall_onboarding_v1,B,2024-02-13
291,paywall_onboarding_v1,A,2024-11-07
292,paywall_onboarding_v1,A,2024-01-23
293,paywall_onboarding_v1,A,2024-12-07
294,paywall_onboarding_v1,A,2024-02-12
295,paywall_onboarding_v1,B,2024-11-11
296,paywall_onboarding_v1,A,2024-11-29
297,paywall_onboarding_v1,B,2024-12-24
298,paywall_onboarding_v1,A,2024-10-28
299,paywall_onboarding_v1,A,2024-10-21
300,paywall_onboarding_v1,A,2024-09-04
301,paywall_onboarding_v1,B,2024-10-20
302,paywall_onboarding_v1,A,2024-02-27
303,paywall_onboarding_v1,A,2024-07-29
304,paywall_onboarding_v1,B,2024-07-21
305,paywall_onboarding_v1,A,2024-11-15
306,paywall_onboarding_v1,B,2024-07-03
307,paywall_onboarding_v1,A,2024-06-04
308,paywall_onboarding_v1,A,2024-09-03
309,paywall_onboarding_v1,B,2024-04-19
310,paywall_onboarding_v1,B,2024-02-29
311,paywall_onboarding_v1,B,2024-07-08
312,paywall_onboarding_v1,B,2024-06-16
313,paywall_onboarding_v1,A,2024-04-06
314,paywall_onboarding_v1,B,2024-05-28
315,paywall_onboarding_v1,A,2024-05-28
316,paywall_onboarding_v1,B,2024-05-13
317,paywall_onboarding_v1,A,2024-06-02
318,paywall_onboarding_v1,A,2024-09-19
319,paywall_onboarding_v1,B,2024-05-01
320,paywall_onboarding_v1,A,2024-12-14
321,paywall_onboarding_v1,A,2024-12-04
322,paywall_onboarding_v1,A,2024-07-09
323,paywall_onboarding_v1,B,2024-05-13
324,paywall_onboarding_v1,A,2024-07-29
325,paywall_onboarding_v1,A,2024-11-12
326,paywall_onboarding_v1,A,2024-09-08
327,paywall_onboarding_v1,A,2024-10-29
328,paywall_onboarding_v1,A,2024-07-28
329,paywall_onboarding_v1,A,2024-09-01
330,paywall_onboarding_v1,A,2024-04-28
331,paywall_onboarding_v1,B,2024-10-06
332,paywall_onboarding_v1,A,2024-03-25
333,paywall_onboarding_v1,B,2024-09-22
334,paywall_onboarding_v1,B,2024-11-16
335,paywall_onboarding_v1,B,2024-02-26
336,paywall_onboarding_v1,A,2024-08-26
337,paywall_onboarding_v1,B,2024-02-10
338,paywall_onboarding_v1,A,2024-10-02
339,paywall_onboarding_v1,B,2024-02-06
340,paywall_onboarding_v1,A,2024-12-10
341,paywall_onboarding_v1,A,2024-02-28
342,paywall_onboarding_v1,B,2024-12-17
343,paywall_onboarding_v1,A,2024-10-28
344,paywall_onboarding_v1,A,2024-08-18
345,paywall_onboarding_v1,B,2024-10-22
346,paywall_onboarding_v1,A,2024-10-26
347,paywall_onboarding_v1,A,2024-12-13
348,paywall_onboarding_v1,A,2024-04-14
349,paywall_onboarding_v1,A,2024-08-17
350,paywall_onboarding_v1,B,2024-02-10
351,paywall_onboarding_v1,A,2024-08-26
352,paywall_onboarding_v1,B,2024-03-13
353,paywall_onboarding_v1,B,2024-08-08
354,paywall_onboarding_v1,A,2024-08-11
355,paywall_onboarding_v1,A,2024-07-04
356,paywall_onboarding_v1,A,2024-07-24
357,paywall_onboarding_v1,A,2024-10-15
358,paywall_onboarding_v1,B,2024-10-27
359,paywall_onboarding_v1,B,2024-07-13
360,paywall_onboarding_v1,B,2024-08-20
361,paywall_onboarding_v1,A,2024-12-09
362,paywall_onboarding_v1,A,2024-02-20
363,paywall_onboarding_v1,B,2024-02-19
364,paywall_onboarding_v1,B,2024-02-07
365,paywall_onboarding_v1,B,2024-09-10
366,paywall_onboarding_v1,A,2024-06-16
367,paywall_onboarding_v1,B,2024-10-19
368,paywall_onboarding_v1,B,2024-09-14
369,paywall_onboarding_v1,A,2024-05-15
370,paywall_onboarding_v1,B,2024-11-28
371,paywall_onboarding_v1,A,2024-10-15
372,paywall_onboarding_v1,A,2024-04-21
373,paywall_onboarding_v1,A,2024-05-27
374,paywall_onboarding_v1,B,2024-05-08
375,paywall_onboarding_v1,B,2024-03-07
376,paywall_onboarding_v1,B,2024-03-03
377,paywall_onboarding_v1,A,2024-12-10
378,paywall_onboarding_v1,B,2024-06-24
379,paywall_onboarding_v1,B,2024-06-03
380,paywall_onboarding_v1,B,2024-10-04
381,paywall_onboarding_v1,A,2024-08-04
382,paywall_onboarding_v1,A,2024-12-10
383,paywall_onboarding_v1,B,2024-10-21
384,paywall_onboarding_v1,A,2024-07-09
385,paywall_onboarding_v1,B,2024-05-31
386,paywall_onboarding_v1,A,2024-12-26
387,paywall_onboarding_v1,B,2024-09-30
388,paywall_onboarding_v1,B,2024-12-15
389,paywall_onboarding_v1,B,2024-02-20
390,paywall_onboarding_v1,B,2024-11-13
391,paywall_onboarding_v1,A,2024-09-02
392,paywall_onboarding_v1,A,2024-02-21
393,paywall_onboarding_v1,A,2024-08-16
394,paywall_onboarding_v1,B,2024-09-19
395,paywall_onboarding_v1,B,2024-01-06
396,paywall_onboarding_v1,B,2024-06-29
397,paywall_onboarding_v1,B,2024-11-05
398,paywall_onboarding_v1,B,2024-05-01
399,paywall_onboarding_v1,A,2024-07-01
400,paywall_onboarding_v1,A,2024-06-25
401,paywall_onboarding_v1,A,2024-05-03
402,paywall_onboarding_v1,A,2024-12-05
403,paywall_onboarding_v1,A,2024-10-21
404,paywall_onboarding_v1,B,2024-02-16
405,paywall_onboarding_v1,A,2024-12-30
406,paywall_onboarding_v1,A,2024-11-22
407,paywall_onboarding_v1,B,2024-04-26
408,paywall_onboarding_v1,B,2024-11-08
409,paywall_onboarding_v1,B,2024-02-15
410,paywall_onboarding_v1,A,2024-12-30
411,paywall_onboarding_v1,A,2024-09-12
412,paywall_onboarding_v1,A,2024-09-07
413,paywall_onboarding_v1,A,2024-02-08
414,paywall_onboarding_v1,B,2024-11-28
415,paywall_onboarding_v1,A,2024-01-13
416,paywall_onboarding_v1,B,2024-04-09
417,paywall_onboarding_v1,A,2024-03-01
418,paywall_onboarding_v1,B,2024-10-20
419,paywall_onboarding_v1,B,2024-03-23
420,paywall_onboarding_v1,A,2024-12-02
421,paywall_onboarding_v1,A,2024-09-09
422,paywall_onboarding_v1,B,2024-01-16
423,paywall_onboarding_v1,B,2024-01-03
424,paywall_onboarding_v1,A,2024-01-23
425,paywall_onboarding_v1,B,2024-08-22
426,paywall_onboarding_v1,B,2024-10-28
427,paywall_onboarding_v1,A,2024-04-09
428,paywall_onboarding_v1,A,2024-11-12
429,paywall_onboarding_v1,A,2024-01-25
430,paywall_onboarding_v1,B,2024-10-28
431,paywall_onboarding_v1,B,2024-12-08
432,paywall_onboarding_v1,A,2024-10-18
433,paywall_onboarding_v1,A,2024-09-23
434,paywall_onboarding_v1,B,2024-11-09
435,paywall_onboarding_v1,B,2024-01-18
436,paywall_onboarding_v1,A,2024-03-25
437,paywall_onboarding_v1,B,2024-02-22
438,paywall_onboarding_v1,A,2024-07-18
439,paywall_onboarding_v1,B,2024-10-09
440,paywall_onboarding_v1,B,2024-08-31
441,paywall_onboarding_v1,B,2024-11-13
442,paywall_onboarding_v1,B,2024-03-06
443,paywall_onboarding_v1,A,2024-10-06
444,paywall_onboarding_v1,B,2024-03-21
445,paywall_onboarding_v1,A,2024-04-21
446,paywall_onboarding_v1,A,2024-09-27
447,paywall_onboarding_v1,B,2024-12-24
448,paywall_onboarding_v1,A,2024-08-24
449,paywall_onboarding_v1,A,2024-01-24
450,paywall_onboarding_v1,A,2024-08-26
451,paywall_onboarding_v1,B,2024-01-19
452,paywall_onboarding_v1,A,2024-11-24
453,paywall_onboarding_v1,B,2024-09-27
454,paywall_onboarding_v1,B,2024-03-13
455,paywall_onboarding_v1,A,2024-02-09
456,paywall_onboarding_v1,B,2024-03-18
457,paywall_onboarding_v1,A,2024-12-24
458,paywall_onboarding_v1,B,2024-07-01
459,paywall_onboarding_v1,A,2024-10-22
460,paywall_onboarding_v1,A,2024-09-02
461,paywall_onboarding_v1,B,2024-08-11
462,paywall_onboarding_v1,A,2024-03-02
463,paywall_onboarding_v1,A,2024-12-13
464,paywall_onboarding_v1,A,2024-05-03
465,paywall_onboarding_v1,B,2024-08-13
466,paywall_onboarding_v1,B,2024-09-24
467,paywall_onboarding_v1,B,2024-09-06
468,paywall_onboarding_v1,A,2024-12-12
469,paywall_onboarding_v1,A,2024-03-03
470,paywall_onboarding_v1,A,2024-07-19
471,paywall_onboarding_v1,A,2024-06-11
472,paywall_onboarding_v1,B,2024-07-07
473,paywall_onboarding_v1,A,2024-02-20
474,paywall_onboarding_v1,A,2024-02-26
475,paywall_onboarding_v1,A,2024-04-24
476,paywall_onboarding_v1,A,2024-05-04
477,paywall_onboarding_v1,B,2024-06-20
478,paywall_onboarding_v1,B,2024-08-24
479,paywall_onboarding_v1,B,2024-09-02
480,paywall_onboarding_v1,B,2024-06-14
481,paywall_onboarding_v1,B,2024-06-13
482,paywall_onboarding_v1,A,2024-03-31
483,paywall_onboarding_v1,A,2024-08-16
484,paywall_onboarding_v1,A,2024-05-09
485,paywall_onboarding_v1,A,2024-01-16
486,paywall_onboarding_v1,A,2024-06-16
487,paywall_onboarding_v1,B,2024-07-07
488,paywall_onboarding_v1,A,2024-04-03
489,paywall_onboarding_v1,A,2024-08-11
490,paywall_onboarding_v1,B,2024-08-08
491,paywall_onboarding_v1,B,2024-09-25
492,paywall_onboarding_v1,B,2024-09-06
493,paywall_onboarding_v1,B,2024-09-08
494,paywall_onboarding_v1,A,2024-05-09
495,paywall_onboarding_v1,B,2024-10-23
496,paywall_onboarding_v1,B,2024-08-02
497,paywall_onboarding_v1,A,2024-06-21
498,paywall_onboarding_v1,A,2024-08-29
499,paywall_onboarding_v1,A,2024-05-26
500,paywall_onboarding_v1,B,2024-07-21
501,paywall_onboarding_v1,B,2024-10-06
502,paywall_onboarding_v1,B,2024-11-24
503,paywall_onboarding_v1,A,2024-12-05
504,paywall_onboarding_v1,B,2024-07-17
505,paywall_onboarding_v1,A,2024-07-23
506,paywall_onboarding_v1,A,2024-10-27
507,paywall_onboarding_v1,A,2024-05-08
508,paywall_onboarding_v1,B,2024-11-08
509,paywall_onboarding_v1,B,2024-07-14
510,paywall_onboarding_v1,B,2024-02-19
511,paywall_onboarding_v1,A,2024-01-31
512,paywall_onboarding_v1,B,2024-11-10
513,paywall_onboarding_v1,A,2024-01-24
514,paywall_onboarding_v1,B,2024-04-25
515,paywall_onboarding_v1,B,2024-05-15
516,paywall_onboarding_v1,B,2024-03-13
517,paywall_onboarding_v1,A,2024-05-08
518,paywall_onboarding_v1,A,2024-10-08
519,paywall_onboarding_v1,B,2024-01-07
520,paywall_onboarding_v1,B,2024-11-05
521,paywall_onboarding_v1,A,2024-11-15
522,paywall_onboarding_v1,B,2024-05-30
523,paywall_onboarding_v1,A,2024-03-05
524,paywall_onboarding_v1,B,2024-08-21
525,paywall_onboarding_v1,B,2024-02-20
526,paywall_onboarding_v1,A,2024-05-27
527,paywall_onboarding_v1,B,2024-12-17
528,paywall_onboarding_v1,A,2024-12-29
529,paywall_onboarding_v1,B,2024-10-18
530,paywall_onboarding_v1,A,2024-05-07
531,paywall_onboarding_v1,B,2024-09-19
532,paywall_onboarding_v1,B,2024-09-26
533,paywall_onboarding_v1,B,2024-06-05
534,paywall_onboarding_v1,A,2024-09-04
535,paywall_onboarding_v1,B,2024-01-05
536,paywall_onboarding_v1,A,2024-03-28
537,paywall_onboarding_v1,B,2024-07-25
538,paywall_onboarding_v1,B,2024-03-10
539,paywall_onboarding_v1,B,2024-03-10
540,paywall_onboarding_v1,B,2024-11-08
541,paywall_onboarding_v1,B,2024-12-27
542,paywall_onboarding_v1,B,2024-08-05
543,paywall_onboarding_v1,A,2024-11-09
544,paywall_onboarding_v1,A,2024-12-27
545,paywall_onboarding_v1,B,2024-02-29
546,paywall_onboarding_v1,A,2024-06-27
547,paywall_onboarding_v1,A,2024-06-06
548,paywall_onboarding_v1,B,2024-02-04
549,paywall_onboarding_v1,B,2024-10-12
550,paywall_onboarding_v1,B,2024-06-22
551,paywall_onboarding_v1,A,2024-07-05
552,paywall_onboarding_v1,A,2024-03-04
553,paywall_onboarding_v1,B,2024-03-16
554,paywall_onboarding_v1,B,2024-12-01
555,paywall_onboarding_v1,A,2024-01-20
556,paywall_onboarding_v1,A,2024-04-06
557,paywall_onboarding_v1,B,2024-04-30
558,paywall_onboarding_v1,A,2024-07-12
559,paywall_onboarding_v1,B,2024-08-16
560,paywall_onboarding_v1,B,2024-07-14
561,paywall_onboarding_v1,A,2024-02-06
562,paywall_onboarding_v1,A,2024-04-10
563,paywall_onboarding_v1,B,2024-11-11
564,paywall_onboarding_v1,B,2024-09-03
565,paywall_onboarding_v1,A,2024-09-06
566,paywall_onboarding_v1,B,2024-09-14
567,paywall_onboarding_v1,B,2024-10-15
568,paywall_onboarding_v1,A,2024-01-25
569,paywall_onboarding_v1,B,2024-05-28
570,paywall_onboarding_v1,B,2024-07-30
571,paywall_onboarding_v1,B,2024-05-17
572,paywall_onboarding_v1,B,2024-11-11
573,paywall_onboarding_v1,A,2024-07-10
574,paywall_onboarding_v1,A,2024-10-17
575,paywall_onboarding_v1,A,2024-11-13
576,paywall_onboarding_v1,A,2024-07-18
577,paywall_onboarding_v1,A,2024-12-02
578,paywall_onboarding_v1,B,2024-08-16
579,paywall_onboarding_v1,B,2024-11-13
580,paywall_onboarding_v1,B,2024-05-18
581,paywall_onboarding_v1,A,2024-07-16
582,paywall_onboarding_v1,B,2024-07-27
583,paywall_onboarding_v1,A,2024-02-14
584,paywall_onboarding_v1,B,2024-06-09
585,paywall_onboarding_v1,A,2024-12-04
586,paywall_onboarding_v1,A,2024-08-31
587,paywall_onboarding_v1,B,2024-03-15
588,paywall_onboarding_v1,B,2024-05-17
589,paywall_onboarding_v1,B,2024-03-21
590,paywall_onboarding_v1,B,2024-01-11
591,paywall_onboarding_v1,A,2024-12-08
592,paywall_onboarding_v1,A,2024-06-27
593,paywall_onboarding_v1,B,2024-05-06
594,paywall_onboarding_v1,B,2024-08-20
595,paywall_onboarding_v1,A,2024-01-03
596,paywall_onboarding_v1,B,2024-04-24
597,paywall_onboarding_v1,A,2024-09-25
598,paywall_onboarding_v1,A,2024-09-01
599,paywall_onboarding_v1,A,2024-12-25
600,paywall_onboarding_v1,A,2024-08-28
601,paywall_onboarding_v1,B,2024-07-08
602,paywall_onboarding_v1,A,2024-10-15
603,paywall_onboarding_v1,A,2024-11-30
604,paywall_onboarding_v1,A,2024-10-01
605,paywall_onboarding_v1,A,2024-12-19
606,paywall_onboarding_v1,B,2024-10-21
607,paywall_onboarding_v1,A,2024-11-18
