user_id,signup_date,acquisition_channel,country,device,pre_engagement_7d
85,2024-01-10,Organic,IN,mobile,4
86,2024-02-08,Paid Search,US,mobile,5
87,2024-10-01,Email,UK,mobile,10
88,2024-07-02,Referral,US,mobile,8
89,2024-03-08,Paid Search,BR,mobile,8
90,2024-07-16,Organic,US,mobile,5
91,2024-03-05,Paid Search,US,mobile,1
92,2024-09-23,Paid Search,US,mobile,11
93,2024-06-26,Email,US,desktop,8
94,2024-06-02,Paid Search,US,mobile,12
95,2024-05-03,Social,UK,desktop,9
96,2024-08-31,Social,DE,mobile,17
97,2024-05-26,Social,CA,mobile,8
98,2024-02-07,Organic,CA,mobile,6
99,2024-02-20,Paid Search,BR,mobile,6
100,2024-12-18,Social,US,desktop,7
101,2024-12-02,Social,,mobile,5
102,2024-09-24,Organic,US,mobile,11
103,2024-04-19,Paid Search,UK,mobile,12
104,2024-12-21,Paid Search,CA,mobile,3
105,2024-10-20,Paid Search,UK,mobile,8
106,2024-09-30,Paid Search,US,mobile,7
107,2024-06-27,Organic,US,mobile,15
108,2024-04-22,Social,DE,desktop,9
109,2024-02-11,Referral,DE,mobile,8
110,2024-11-29,Referral,CA,desktop,12
111,2024-06-30,Social,US,desktop,13
112,2024-03-25,Referral,US,desktop,8
113,2024-05-05,Organic,US,desktop,8
114,2024-08-13,Social,IN,desktop,12
115,2024-03-15,Organic,US,mobile,3
116,2024-11-15,Email,US,mobile,4
117,2024-10-14,Paid Search,UK,desktop,11
118,2024-09-30,Referral,US,mobile,15
119,2024-06-21,Organic,US,mobile,10
120,2024-08-30,Organic,IN,mobile,7
121,2024-08-15,Organic,CA,desktop,5
122,2024-09-07,Paid Search,US,mobile,5
123,2024-02-06,Social,IN,desktop,7
124,2024-06-15,Organic,US,mobile,7
125,2024-01-18,Organic,US,mobile,15
126,2024-07-14,Social,DE,mobile,12
127,2024-05-14,Organic,US,mobile,8
128,2024-03-02,Social,UK,mobile,2
129,2024-02-14,Paid Search,US,mobile,10
130,2024-08-16,Organic,IN,mobile,7
131,2024-03-12,Paid Search,US,mobile,9
132,2024-12-07,Social,US,mobile,6
133,2024-08-14,Social,IN,desktop,14
134,2024-05-21,Social,BR,mobile,4
135,2024-08-17,Organic,US,mobile,9
136,2024-01-10,Paid Search,IN,mobile,8
137,2024-12-17,Organic,US,mobile,5
138,2024-07-10,Organic,UK,desktop,11
139,2024-10-22,Paid Search,BR,desktop,10
140,2024-02-05,Referral,IN,mobile,10
141,2024-07-11,Social,DE,mobile,9
142,2024-07-13,Organic,DE,desktop,11
143,2024-12-11,Referral,,mobile,8
144,2024-08-11,Organic,US,mobile,12
145,2024-07-06,Paid Search,UK,desktop,9
146,2024-04-20,Organic,US,desktop,9
147,2024-05-15,Organic,US,mobile,6
148,2024-07-23,Social,IN,mobile,8
149,2024-06-24,Organic,IN,desktop,8
150,2024-01-10,Paid Search,UK,mobile,10
151,2024-11-05,Paid Search,,desktop,8
152,2024-11-27,Social,US,mobile,15
153,2024-02-29,Organic,US,mobile,8
154,2024-08-04,Referral,CA,mobile,10
155,2024-02-16,Paid Search,DE,mobile,9
156,2024-09-14,Social,US,mobile,10
157,2024-04-25,Organic,US,desktop,3
158,2024-09-10,Paid Search,US,desktop,17
159,2024-10-03,Organic,IN,desktop,8
160,2024-10-17,Social,US,desktop,19
161,2024-02-15,Email,CA,mobile,6
162,2024-12-04,Email,DE,mobile,12
163,2024-04-05,Organic,IN,mobile,12
164,2024-01-17,Referral,IN,desktop,10
165,2024-08-05,Organic,IN,mobile,5
166,2024-05-29,Organic,US,mobile,8
167,2024-11-06,Paid Search,UK,desktop,10
168,2024-10-30,Referral,UK,desktop,7
169,2024-05-09,Email,US,desktop,10
170,2024-12-16,Paid Search,US,mobile,4
171,2024-04-29,Organic,IN,mobile,6
172,2024-07-22,Paid Search,DE,mobile,12
173,2024-04-15,Organic,US,mobile,3
174,2024-12-10,Organic,US,mobile,9
175,2024-03-10,Organic,US,desktop,15
176,2024-01-20,Organic,US,desktop,5
177,2024-06-22,Social,UK,mobile,6
178,2024-12-28,Paid Search,US,mobile,5
179,2024-11-26,Social,US,mobile,2
180,2024-10-10,Social,DE,desktop,14
181,2024-11-26,Referral,US,mobile,7
182,2024-11-27,Organic,US,desktop,8
183,2024-07-23,Email,US,mobile,7
184,2024-05-09,Organic,CA,desktop,11
185,2024-10-18,Paid Search,DE,desktop,10
186,2024-09-11,Paid Search,CA,mobile,7
187,2024-05-30,Social,IN,desktop,8
188,2024-02-10,Paid Search,IN,mobile,15
189,2024-10-09,Organic,IN,desktop,19
190,2024-04-18,Referral,BR,mobile,9
191,2024-12-10,Organic,BR,desktop,15
192,2024-04-09,Referral,CA,desktop,6
193,2024-02-22,Organic,DE,mobile,8
194,2024-11-06,Referral,IN,mobile,12
195,2024-03-05,Paid Search,IN,desktop,8
196,2024-03-16,Paid Search,CA,desktop,11
197,2024-08-20,Paid Search,US,mobile,10
198,2024-11-20,Organic,UK,desktop,5
199,2024-03-23,Paid Search,IN,mobile,5
200,2024-05-07,Organic,BR,desktop,8
201,2024-10-20,Paid Search,US,desktop,8
202,2024-12-22,Organic,UK,desktop,6
203,2024-07-16,Paid Search,US,mobile,7
204,2024-03-01,Organic,,mobile,3
205,2024-01-06,Social,CA,desktop,9
206,2024-04-05,Organic,DE,mobile,3
207,2024-02-26,Social,DE,mobile,7
208,2024-09-16,Organic,IN,mobile,7
209,2024-02-21,Paid Search,IN,desktop,8
210,2024-07-18,Organic,US,mobile,8
211,2024-09-22,Organic,BR,desktop,14
212,2024-08-14,Social,UK,mobile,7
213,2024-03-24,Paid Search,US,desktop,2
214,2024-10-29,Email,DE,desktop,6
215,2024-09-29,Referral,UK,mobile,6
216,2024-10-07,Organic,UK,mobile,12
217,2024-02-25,Email,US,mobile,9
218,2024-02-22,Paid Search,US,mobile,10
219,2024-12-08,Social,IN,desktop,8
220,2024-06-09,Paid Search,US,desktop,5
221,2024-05-03,Organic,UK,desktop,7
222,2024-07-12,Paid Search,UK,desktop,7
223,2024-09-11,Social,US,desktop,9
224,2024-12-17,Organic,IN,mobile,10
225,2024-04-27,Referral,DE,desktop,10
226,2024-12-07,Email,UK,desktop,7
227,2024-01-11,Paid Search,US,mobile,12
228,2024-08-05,Email,IN,mobile,9
229,2024-09-01,Organic,IN,mobile,8
230,2024-02-15,Social,US,mobile,13
231,2024-02-29,Organic,US,desktop,8
232,2024-06-17,Social,US,mobile,11
233,2024-12-20,Social,US,mobile,11
234,2024-08-19,Organic,US,mobile,3
235,2024-12-09,Social,BR,mobile,11
236,2024-10-29,Email,IN,mobile,7
237,2024-07-04,Social,US,desktop,6
238,2024-10-22,Email,US,desktop,9
239,2024-01-08,Social,US,desktop,9
240,2024-02-16,Organic,US,desktop,6
241,2024-11-06,Social,DE,mobile,15
242,2024-10-26,Referral,IN,desktop,6
243,2024-04-06,Paid Search,BR,desktop,12
244,2024-07-27,Paid Search,US,mobile,10
245,2024-08-22,Paid Search,US,mobile,4
246,2024-11-18,Social,DE,desktop,7
247,2024-08-21,Social,UK,mobile,5
248,2024-06-14,Social,UK,desktop,6
249,2024-05-31,Paid Search,US,mobile,12
250,2024-06-19,Paid Search,US,mobile,9
251,2024-09-07,Organic,US,mobile,12
252,2024-11-18,Referral,US,desktop,8
253,2024-06-29,Social,UK,mobile,12
254,2024-04-12,Social,CA,mobile,14
255,2024-04-08,Paid Search,BR,desktop,10
256,2024-10-09,Social,US,desktop,19
257,2024-11-02,Referral,US,mobile,7
258,2024-02-14,Email,DE,mobile,6
259,2024-01-29,Social,US,desktop,9
260,2024-08-19,Organic,IN,mobile,5
261,2024-03-02,Social,US,mobile,5
262,2024-11-04,Organic,US,mobile,8
263,2024-05-07,Social,US,desktop,8
264,2024-03-01,Social,,desktop,9
265,2024-12-05,Social,CA,mobile,13
266,2024-03-10,Paid Search,UK,desktop,5
267,2024-04-26,Social,US,mobile,6
268,2024-03-05,Paid Search,US,mobile,5
269,2024-02-19,Social,IN,mobile,6
270,2024-01-10,Email,IN,mobile,9
271,2024-01-24,Paid Search,UK,mobile,9
272,2024-03-14,Referral,US,mobile,7
273,2024-01-23,Referral,IN,desktop,14
274,2024-08-17,Social,UK,mobile,12
275,2024-09-17,Paid Search,US,mobile,9
276,2024-06-07,Email,BR,mobile,12
277,2024-05-09,Email,BR,desktop,12
278,2024-07-18,Referral,US,desktop,9
279,2024-11-21,Organic,IN,mobile,3
280,2024-11-13,Referral,US,desktop,9
281,2024-01-19,Paid Search,DE,mobile,5
282,2024-03-17,Social,US,mobile,8
283,2024-04-08,Paid Search,US,desktop,9
284,2024-04-13,Organic,CA,desktop,5
285,2024-08-10,Paid Search,US,mobile,13
286,2024-06-15,Social,BR,desktop,5
287,2024-01-22,Referral,DE,mobile,4
288,2024-05-30,Referral,DE,desktop,22
289,2024-07-24,Paid Search,,desktop,13
290,2024-02-13,Organic,US,mobile,6
291,2024-11-07,Organic,CA,desktop,12
292,2024-01-23,Referral,IN,mobile,6
293,2024-12-07,Paid Search,CA,mobile,14
294,2024-02-12,Referral,UK,mobile,10
295,2024-11-11,Organic,DE,mobile,6
296,2024-11-29,Email,CA,desktop,7
297,2024-12-24,Organic,UK,mobile,3
298,2024-10-28,Paid Search,UK,mobile,15
299,2024-10-21,Paid Search,CA,desktop,13
300,2024-09-04,Paid Search,IN,mobile,10
301,2024-10-20,Paid Search,IN,mobile,6
302,2024-02-27,Social,BR,mobile,14
303,2024-07-29,Social,CA,desktop,7
304,2024-07-21,Paid Search,DE,desktop,8
305,2024-11-15,Social,UK,mobile,10
306,2024-07-03,Paid Search,US,mobile,6
307,2024-06-04,Social,BR,mobile,12
308,2024-09-03,Paid Search,US,desktop,9
309,2024-04-19,Organic,US,mobile,11
310,2024-02-29,Social,US,mobile,4
311,2024-07-08,Paid Search,UK,mobile,16
312,2024-06-16,Paid Search,IN,mobile,10
313,2024-04-06,Social,IN,desktop,5
314,2024-05-28,Referral,UK,desktop,10
315,2024-05-28,Social,DE,mobile,13
316,2024-05-13,Referral,US,desktop,10
317,2024-06-02,Paid Search,CA,desktop,11
318,2024-09-19,Referral,IN,mobile,5
319,2024-05-01,Social,DE,mobile,8
320,2024-12-14,Paid Search,US,mobile,12
321,2024-12-04,Paid Search,US,mobile,12
322,2024-07-09,Referral,US,desktop,5
323,2024-05-13,Social,US,mobile,10
324,2024-07-29,Organic,UK,desktop,8
325,2024-11-12,Social,CA,mobile,8
326,2024-09-08,Paid Search,IN,desktop,9
327,2024-10-29,Organic,DE,desktop,10
328,2024-07-28,Social,UK,mobile,6
329,2024-09-01,Paid Search,UK,mobile,13
330,2024-04-28,Organic,US,desktop,7
331,2024-10-06,Referral,BR,mobile,12
332,2024-03-25,Organic,IN,mobile,16
333,2024-09-22,Social,BR,mobile,11
334,2024-11-16,Email,IN,desktop,10
335,2024-02-26,Referral,IN,mobile,10
336,2024-08-26,Social,UK,mobile,7
337,2024-02-10,Email,CA,mobile,9
338,2024-10-02,Social,US,desktop,12
339,2024-02-06,Social,BR,mobile,15
340,2024-12-10,Paid Search,US,mobile,14
341,2024-02-28,Social,US,mobile,8
342,2024-12-17,Paid Search,US,mobile,8
343,2024-10-28,Paid Search,IN,mobile,6
344,2024-08-18,Referral,UK,mobile,7
345,2024-10-22,Paid Search,DE,mobile,7
346,2024-10-26,Paid Search,IN,mobile,16
347,2024-12-13,Referral,CA,mobile,15
348,2024-04-14,Paid Search,UK,desktop,6
349,2024-08-17,Social,IN,mobile,7
350,2024-02-10,Email,IN,desktop,14
351,2024-08-26,Social,US,mobile,4
352,2024-03-13,Organic,CA,mobile,6
353,2024-08-08,Organic,IN,mobile,9
354,2024-08-11,Paid Search,DE,desktop,6
355,2024-07-04,Referral,US,desktop,8
356,2024-07-24,Paid Search,US,mobile,14
357,2024-10-15,Organic,IN,mobile,5
358,2024-10-27,Paid Search,IN,desktop,5
359,2024-07-13,Email,US,desktop,8
360,2024-08-20,Paid Search,UK,mobile,6
361,2024-12-09,Organic,US,mobile,13
362,2024-02-20,Paid Search,IN,mobile,5
363,2024-02-19,Organic,IN,desktop,13
364,2024-02-07,Email,US,mobile,10
365,2024-09-10,Paid Search,UK,desktop,10
366,2024-06-16,Paid Search,IN,desktop,12
367,2024-10-19,Paid Search,CA,desktop,7
368,2024-09-14,Referral,CA,mobile,13
369,2024-05-15,Referral,CA,mobile,9
370,2024-11-28,Social,US,desktop,8
371,2024-10-15,Social,CA,desktop,8
372,2024-04-21,Paid Search,UK,mobile,7
373,2024-05-27,Email,BR,mobile,18
374,2024-05-08,Social,UK,mobile,12
375,2024-03-07,Referral,US,mobile,10
376,2024-03-03,Organic,IN,mobile,6
377,2024-12-10,Social,UK,mobile,11
378,2024-06-24,Referral,BR,desktop,10
379,2024-06-03,Organic,US,desktop,10
380,2024-10-04,Paid Search,US,mobile,8
381,2024-08-04,Referral,DE,mobile,10
382,2024-12-10,Organic,UK,mobile,6
383,2024-10-21,Paid Search,IN,mobile,14
384,2024-07-09,Email,CA,desktop,12
385,2024-05-31,Paid Search,,mobile,6
386,2024-12-26,Organic,US,mobile,10
387,2024-09-30,Organic,IN,mobile,8
388,2024-12-15,Referral,US,desktop,7
389,2024-02-20,Paid Search,BR,desktop,8
390,2024-11-13,Social,BR,mobile,10
391,2024-09-02,Organic,IN,mobile,12
392,2024-02-21,Paid Search,US,desktop,5
393,2024-08-16,Paid Search,UK,mobile,9
394,2024-09-19,Organic,BR,desktop,9
395,2024-01-06,Organic,DE,mobile,5
396,2024-06-29,Paid Search,US,mobile,9
397,2024-11-05,Organic,UK,mobile,10
398,2024-05-01,Organic,US,desktop,11
399,2024-07-01,Email,UK,mobile,12
400,2024-06-25,Social,US,mobile,11
401,2024-05-03,Paid Search,CA,mobile,7
402,2024-12-05,Organic,UK,mobile,7
403,2024-10-21,Paid Search,US,desktop,7
404,2024-02-16,Organic,IN,desktop,1
405,2024-12-30,Organic,IN,mobile,13
406,2024-11-22,Email,,mobile,9
407,2024-04-26,Organic,IN,desktop,10
408,2024-11-08,Social,US,mobile,11
409,2024-02-15,Referral,CA,mobile,10
410,2024-12-30,Organic,DE,mobile,16
411,2024-09-12,Paid Search,IN,mobile,11
412,2024-09-07,Paid Search,DE,mobile,12
413,2024-02-08,Social,US,mobile,13
414,2024-11-28,Social,US,mobile,3
415,2024-01-13,Organic,DE,mobile,1
416,2024-04-09,Organic,IN,mobile,12
417,2024-03-01,Organic,BR,desktop,11
418,2024-10-20,Organic,BR,mobile,15
419,2024-03-23,Social,IN,desktop,9
420,2024-12-02,Paid Search,CA,mobile,9
421,2024-09-09,Organic,CA,mobile,11
422,2024-01-16,Referral,US,desktop,7
423,2024-01-03,Organic,IN,desktop,5
424,2024-01-23,Paid Search,DE,mobile,6
425,2024-08-22,Organic,IN,mobile,12
426,2024-10-28,Referral,US,mobile,9
427,2024-04-09,Email,US,mobile,11
428,2024-11-12,Social,IN,desktop,6
429,2024-01-25,Organic,IN,mobile,8
430,2024-10-28,Social,IN,mobile,6
431,2024-12-08,Organic,CA,desktop,14
432,2024-10-18,Organic,BR,mobile,11
433,2024-09-23,Paid Search,US,mobile,13
434,2024-11-09,Organic,CA,mobile,7
435,2024-01-18,Organic,UK,mobile,5
436,2024-03-25,Email,DE,mobile,7
437,2024-02-22,Referral,IN,mobile,9
438,2024-07-18,Email,IN,mobile,8
439,2024-10-09,Paid Search,US,mobile,10
440,2024-08-31,Paid Search,UK,mobile,16
441,2024-11-13,Email,US,desktop,20
442,2024-03-06,Organic,IN,mobile,12
443,2024-10-06,Organic,IN,mobile,8
444,2024-03-21,Paid Search,DE,mobile,7
445,2024-04-21,Social,UK,desktop,5
446,2024-09-27,Paid Search,IN,desktop,7
447,2024-12-24,Email,US,desktop,6
448,2024-08-24,Paid Search,US,mobile,8
449,2024-01-24,Paid Search,US,mobile,10
450,2024-08-26,Social,US,mobile,7
451,2024-01-19,Organic,US,desktop,4
452,2024-11-24,Paid Search,BR,mobile,11
453,2024-09-27,Referral,US,desktop,17
454,2024-03-13,Paid Search,CA,desktop,8
455,2024-02-09,Organic,UK,desktop,5
456,2024-03-18,Paid Search,US,mobile,4
457,2024-12-24,Organic,US,mobile,7
458,2024-07-01,Paid Search,US,desktop,8
459,2024-10-22,Social,US,desktop,11
460,2024-09-02,Social,DE,desktop,10
461,2024-08-11,Organic,BR,desktop,15
462,2024-03-02,Organic,BR,desktop,13
463,2024-12-13,Organic,US,mobile,7
464,2024-05-03,Referral,US,mobile,10
465,2024-08-13,Organic,CA,mobile,10
466,2024-09-24,Referral,US,mobile,7
467,2024-09-06,Paid Search,US,desktop,15
468,2024-12-12,Organic,IN,mobile,12
469,2024-03-03,Paid Search,US,mobile,9
470,2024-07-19,Email,US,desktop,11
471,2024-06-11,Organic,IN,mobile,12
472,2024-07-07,Referral,UK,mobile,12
473,2024-02-20,Organic,UK,desktop,4
474,2024-02-26,Paid Search,,mobile,5
475,2024-04-24,Paid Search,US,mobile,6
476,2024-05-04,Paid Search,US,mobile,5
477,2024-06-20,Referral,US,mobile,12
478,2024-08-24,Referral,CA,mobile,9
479,2024-09-02,Paid Search,US,mobile,16
480,2024-06-14,Organic,US,desktop,8
481,2024-06-13,Organic,CA,desktop,11
482,2024-03-31,Organic,,mobile,9
483,2024-08-16,Organic,IN,mobile,6
484,2024-05-09,Social,US,mobile,15
485,2024-01-16,Organic,US,mobile,16
486,2024-06-16,Organic,US,desktop,8
487,2024-07-07,Social,BR,desktop,12
488,2024-04-03,Social,IN,mobile,8
489,2024-08-11,Organic,US,desktop,4
490,2024-08-08,Paid Search,CA,desktop,6
491,2024-09-25,Paid Search,BR,mobile,13
492,2024-09-06,Organic,US,mobile,10
493,2024-09-08,Social,IN,mobile,5
494,2024-05-09,Referral,IN,mobile,8
495,2024-10-23,Organic,UK,desktop,5
496,2024-08-02,Paid Search,US,mobile,14
497,2024-06-21,Referral,US,mobile,12
498,2024-08-29,Organic,IN,desktop,9
499,2024-05-26,Social,IN,mobile,3
500,2024-07-21,Referral,UK,mobile,12
501,2024-10-06,Paid Search,UK,mobile,8
502,2024-11-24,Social,DE,desktop,10
503,2024-12-05,Organic,CA,desktop,9
504,2024-07-17,Organic,BR,mobile,7
505,2024-07-23,Organic,IN,desktop,10
506,2024-10-27,Social,CA,mobile,6
507,2024-05-08,Paid Search,DE,mobile,10
508,2024-11-08,Paid Search,IN,mobile,3
509,2024-07-14,Paid Search,US,mobile,10
510,2024-02-19,Social,DE,mobile,6
511,2024-01-31,Social,US,desktop,15
512,2024-11-10,Paid Search,,desktop,4
513,2024-01-24,Paid Search,CA,mobile,10
514,2024-04-25,Paid Search,US,mobile,7
515,2024-05-15,Referral,US,mobile,7
516,2024-03-13,Organic,DE,desktop,15
517,2024-05-08,Social,US,desktop,5
518,2024-10-08,Social,IN,desktop,8
519,2024-01-07,Social,US,mobile,9
520,2024-11-05,Organic,US,mobile,9
521,2024-11-15,Social,CA,mobile,5
522,2024-05-30,Organic,DE,desktop,7
523,2024-03-05,Social,IN,mobile,5
524,2024-08-21,Organic,IN,mobile,4
525,2024-02-20,Email,UK,desktop,8
526,2024-05-27,Organic,US,desktop,9
527,2024-12-17,Referral,CA,mobile,4
528,2024-12-29,Referral,BR,desktop,7
529,2024-10-18,Email,US,desktop,6
530,2024-05-07,Paid Search,US,desktop,13
531,2024-09-19,Referral,US,desktop,9
532,2024-09-26,Paid Search,US,mobile,11
533,2024-06-05,Social,IN,mobile,8
534,2024-09-04,Social,US,mobile,16
535,2024-01-05,Referral,US,mobile,6
536,2024-03-28,Organic,US,mobile,9
537,2024-07-25,Referral,UK,desktop,17
538,2024-03-10,Organic,US,mobile,8
539,2024-03-10,Organic,IN,mobile,10
540,2024-11-08,Social,CA,mobile,7
541,2024-12-27,Organic,US,mobile,7
542,2024-08-05,Paid Search,US,desktop,7
543,2024-11-09,Referral,IN,desktop,9
544,2024-12-27,Paid Search,US,mobile,9
545,2024-02-29,Social,BR,mobile,13
546,2024-06-27,Organic,US,mobile,8
547,2024-06-06,Referral,US,desktop,7
548,2024-02-04,Paid Search,US,mobile,10
549,2024-10-12,Social,US,mobile,6
550,2024-06-22,Social,US,mobile,7
551,2024-07-05,Social,IN,mobile,19
552,2024-03-04,Organic,US,desktop,7
553,2024-03-16,Referral,IN,mobile,12
554,2024-12-01,Organic,US,desktop,12
555,2024-01-20,Paid Search,US,mobile,8
556,2024-04-06,Paid Search,UK,mobile,7
557,2024-04-30,Organic,US,desktop,14
558,2024-07-12,Social,IN,mobile,11
559,2024-08-16,Organic,CA,mobile,7
560,2024-07-14,Social,DE,mobile,10
561,2024-02-06,Referral,DE,mobile,13
562,2024-04-10,Organic,US,mobile,10
563,2024-11-11,Paid Search,US,mobile,10
564,2024-09-03,Organic,IN,desktop,7
565,2024-09-06,Organic,DE,mobile,11
566,2024-09-14,Paid Search,CA,mobile,7
567,2024-10-15,Social,IN,mobile,7
568,2024-01-25,Email,CA,mobile,6
569,2024-05-28,Paid Search,US,desktop,11
570,2024-07-30,Paid Search,US,mobile,11
571,2024-05-17,Referral,DE,desktop,8
572,2024-11-11,Email,BR,mobile,14
573,2024-07-10,Email,CA,desktop,10
574,2024-10-17,Email,US,desktop,12
575,2024-11-13,Organic,US,desktop,5
576,2024-07-18,Email,US,desktop,7
577,2024-12-02,Organic,US,mobile,6
578,2024-08-16,Paid Search,US,mobile,11
579,2024-11-13,Social,US,desktop,17
580,2024-05-18,Organic,US,mobile,9
581,2024-07-16,Social,DE,mobile,5
582,2024-07-27,Referral,US,desktop,11
583,2024-02-14,Social,US,mobile,15
584,2024-06-09,Organic,IN,mobile,11
585,2024-12-04,Organic,CA,mobile,7
586,2024-08-31,Social,IN,desktop,12
587,2024-03-15,Organic,UK,mobile,9
588,2024-05-17,Paid Search,UK,mobile,3
589,2024-03-21,Organic,US,mobile,11
590,2024-01-11,Social,CA,mobile,11
591,2024-12-08,Email,US,mobile,15
592,2024-06-27,Social,UK,mobile,6
593,2024-05-06,Social,BR,mobile,6
594,2024-08-20,Social,US,mobile,6
595,2024-01-03,Paid Search,,desktop,8
596,2024-04-24,Organic,BR,mobile,8
597,2024-09-25,Referral,BR,mobile,4
598,2024-09-01,Email,,mobile,8
599,2024-12-25,Paid Search,US,mobile,8
600,2024-08-28,Email,UK,desktop,12
601,2024-07-08,Social,IN,mobile,8
602,2024-10-15,Paid Search,US,desktop,8
603,2024-11-30,Organic,CA,mobile,10
604,2024-10-01,Paid Search,US,mobile,7
605,2024-12-19,Referral,CA,desktop,10
606,2024-10-21,Organic,UK,mobile,7
607,2024-11-18,Social,US,mobile,7
608,2024-02-18,Organic,IN,desktop,10
609,2024-10-05,Social,IN,desktop,4
610,2024-06-24,Organic,IN,desktop,13
611,2024-08-04,Social,IN,desktop,12
612,2024-09-08,Social,CA,mobile,8
613,2024-12-21,Referral,IN,desktop,12
614,2024-12-25,Paid Search,US,mobile,13
615,2024-04-28,Email,IN,desktop,9
616,2024-10-05,Social,US,desktop,7
617,2024-10-10,Social,US,mobile,10
618,2024-05-20,Paid Search,BR,mobile,5
619,2024-02-22,Social,UK,mobile,8
620,2024-01-18,Paid Search,US,desktop,8
621,2024-10-20,Organic,US,mobile,8
622,2024-07-12,Social,IN,desktop,15
623,2024-12-26,Organic,CA,desktop,5
624,2024-07-03,Paid Search,CA,mobile,8
625,2024-12-24,Organic,IN,mobile,11
626,2024-06-14,Organic,DE,mobile,17
627,2024-10-25,Referral,IN,desktop,12
628,2024-02-06,Paid Search,CA,desktop,16
629,2024-08-05,Organic,CA,mobile,9
630,2024-10-28,Referral,IN,mobile,3
631,2024-12-07,Email,US,mobile,5
632,2024-11-04,Organic,CA,mobile,9
633,2024-01-16,Organic,DE,mobile,9
634,2024-05-30,Email,IN,desktop,4
635,2024-01-22,Email,UK,mobile,6
636,2024-02-16,Referral,IN,mobile,10
637,2024-09-16,Organic,US,mobile,10
638,2024-09-28,Paid Search,CA,mobile,4
